,0
8705,주방서랍 솔리드 미스티리폼하고파용~~
8706,책상 마블스톤
8707,솔리드 패브릭으로 에어컨 리폼하고 싶어요❤️
8708,DIY 가구제품 찾으시면 코펀가구전시회에도 오셔서 구경하세요
8709,"블로그를 제대로 해보고 싶고
제대로 소통하면서
블로그 생활하고 싶어서 들렸어요 ^^
포스팅 잘 보고 갑니다.
오늘 하루도 즐겁게 보내세요!

쌀쌀한 날씨 감기 조심하시구요~^^"
8710,"블로그를 제대로 해보고 싶고
제대로 소통하면서
블로그 생활하고 싶어서 들렸어요 ^^
포스팅 잘 보고 갑니다.
오늘 하루도 즐겁게 보내세요!

쌀쌀한 날씨 감기 조심하시구요~^^"
8711,"블로그를 제대로 해보고 싶고
제대로 소통하면서
블로그 생활하고 싶어서 들렸어요 ^^
포스팅 잘 보고 갑니다.
오늘 하루도 즐겁게 보내세요!

쌀쌀한 날씨 감기 조심하시구요~^^"
8712,"유익한 포스팅이 많아서
자주 들릴 것 같아요 ^^
글 잘 봤습니다 ^^

즐거운 하루 보내세요(✿◡‿◡)"
8713,"포스팅 잘보고갑니다!
비가 많이 내리지만 오늘도 좋은 하루 보내시길 바랍니다~
감기 조심하시구요~^^"
8714,"포스팅 잘보고갑니다!
비가 많이 내리지만 오늘도 좋은 하루 보내시길 바랍니다~
감기 조심하시구요~^^"
8715,유니슬렛커튼&블라인드 제조하는 좋은아침창 인사드려요 ~공감 꾹 ~누르고 갑니다 시간되시면 커튼 구경하러 오세용 💚👀
8716,https://blog.naver.com/gursoa/222562628255안녕하세요. 너무 좋은글 잘 보고갑니다.저도 비슷한 글을 포스팅했어서 서로 공유하면 좋을 거 같아서 남깁니다.항상 좋은글 기대하며 자주 방문하겠습니다.감사합니다.
8717,"저도 목공 원데이 클래스 한번 들어보고 싶네요. 잘 보고 갑니다.남은 21년 잘 마무리하시고, 곧 다가올 2022년에는 행운과 더 행복한 일만 가득하시길 늘 기원하겠습니다.서로이웃도 신청하고 가요. 다음에도 새로운 포스팅 올라오면 보러 놀러올게요!이웃님도 답방 부탁드릴게요 :)"
8718,한해동안 수고하셨어요내년에도 화이팅입니다항상 바쁘시니 좋겠어요건강챙겨요~^^
8719,"대전느린나무공방님~ 올 한해 수고 많으셨고, 내년에는 더 잘되는 한해가 되길 바래요^^ 화이팅^^"
8720,좋은 포스팅 잘 보고 갑니다오늘도 좋은 하루 되세요 :D
8721,으햐 .... 역시 집에서 하는 인테리어가 이렇게도 힐링포스팅이 될줄이야 .
8722,날이 더워도 너무 덥네요~중복인데 맛난거 드시고 가족과 즐겁게 보내시길요~~
8723,대박 역시 금손이세요
8724,역시 애기별꽃님의 손이 닿으면 ~ 멋진 변신이 되는군요 :) !!날씨가 너무 더운데 건강 챙기시길 바랄께요 !
8725,우와!손재주가 정말 좋으세요~~~포스팅 잘 보고 갑니다날씨가 너무 덥지만예쁜 하늘 보면서 기쁜 하루 보내세요^^
8726,애기별꽃님 날씨는 폭염으로 덥지만 나와 이웃의 건강을 위해서 마스크는 꼭 쓰고다니게요. 오늘도 힘내세요.
8727,애기별꽃님 소중한 포스팅 잘 보고갑니다더위에 체력관리 잘 하시고요~크게 웃는 하루 보내세요~~
8728,다치진 않으셨다니 다행이네요... 새로만든 것도 색이 너무 좋아요... 중복인데 보신도 못하시고 어째요.. 얼른 건강해지셔서 맛난거 많이 드시길 바랄께요
8729,더울 정도가 아니고 데일 정도의 날씨 속에애기별꽃님 건강 잃지 마세요스포팅 잘 보고 갑니다
8730,
8731,어머어머!!넘~~ 짱~~ 멋진 타일트레이로 리폼이 되었네요.구멍 뚫어 인센스 스틱 꽂는거 넘 좋은거 같고 멋지고 유니크한게 역쉬 짱이십니다!!손만 대면 넘 이쁘게 변신하는걸요~매~~직이에요!!
8732,안녕하세요아이엘디자인입니다.오늘도 블로그 잘보고 갑니다좋은 하루 되세요~^^
8733,오늘도 잘 보고가용 ~~~!!
8734,아이디어~~뚝딱요^^
8735,또 솜씨를 발휘하셨네요 타일트레이 저도 늘 만들어보고싶은 생각만!! 하다 끝나네요 하하하 ~ 뭔가 만들어야지 재료만 잔뜩 쌓아놓고 바쁜현실에 실행으로 옮기질 못하네요 ㅠㅠㅠ
8736,더울 정도가 아니고 데일 정도의 날씨 속에애기별꽃님 건강 잃지 마세요스포팅 잘 보고 갑니다
8737,"유익한 포스팅이 많아서
자주 들릴 것 같아요 ^^
글 잘 봤습니다 ^^

즐거운 하루 보내세요(✿◡‿◡)"
8738,포스팅 잘 보고 갑니다. 주말 잘 보내세요^^
8739,곳곳에 식물들을 잘 배치한게 안정감 있고 따뜻해 보여요.갠적으로 인테리어의 완성은 동물이나 식물이라고 생각하는 사람입니다.^^
8740,
8741,다 예쁘지만 벽지가 색상이나 무늬가 너무 예쁘네요...인테리어 금손이시네요^^
8742,어머 실력이  상당한걸요 본인이 직접 그린 거라서 더 특별하네요  저도 따라 도전 하고 싶어요
8743,어짜피 밑그림 다 그려와서 색칠만 하면 됐어요^^
8744,공감가는 내용이네요 ºωº
8745,그림에 1도 소질 없지만이런 제품은 따라하기 좋겠어요 아주 근사하네요 ^^
8746,네 초보자도 할 수 있어요
8747,"아이들 집중력 높이는데도 좋고, 인테리어도 되니 1석 2조 네요!!"
8748,네 아이들하고 좋은 추억이였어요.
8749,안녕하세요!서울시 동대문구 신설동에 위치한 서울풍물시장에서먼저 인사드리고 싶어 왔습니다! ^^엇 저도 이거 했었는데 생각보다 시간이 엄청 오래걸리더라고요 :) ㅎㅎ
8750,우와 섬세도 최고입니다!
8751,섬세한 성격은 아닌데 따라가다보니 완성되더라고요
8752,저는 미술 감각이 없는데 미술 감각이 없는 저도 자신감 생기겠어요 아이들과 하면 너무 좋을 것 같은걸요~
8753,네 자신감을 붙이고 할 수 있었어요
8754,화이트하우스에 간단하게 컬러포인트 주기 좋은 아이템이네요컬러의 명도차이때문인지 유화의 두터운 붓터치가 느껴지는 것 같아요 근사해요~
8755,네 부터치를 두껍게 해서 그런 질감을 만들어주었어요
8756,좋은 글 감사합니다.
8757,오~ 스케일이 있는 거네!나도 해보고 싶다 ㅎㅎ시간가는 줄 모르게 할 수 있겠어~
8758,생각이 많을 때 하기에 딱이에요
8759,이거 뭔가 멋진 취미생활이 될듯한데요~
8760,응 뭔가 잊었던 취미생활이 되었어
8761,저는 이런 유화 느낌 넘 좋아하거든요그림렌탈을 안하니 벽이 너무 허전한데맘에 드는 액자를 찾지 못했거든요좀 큰 사이즈도 있나 함 봐야겠어요울 딸이 젤 좋아할거 같아요 ㅎㅎㅎ
8762,그니깐 허전한 벽에 딱이지
8763,우와 작품 멋지다온 가족 함께 하니 즐거운 시간 되고 .... 믓진 그림 벽에 거니 더더더더 좋다!
8764,응 온가족이 함께 하는 시간이 좋았어
8765,밑그림 그려져있는 유화 진짜 생각없이 하기 좋더라구요ㅎㅎ
8766,와우 대단하십니다사이즈맞는거 찾기도 힘드셨겠는데좁은틈으로 직접하시다니존경스럽네요
8767,같은 회사 제품으로 찾아보긴 했는데 모델명이애매하게 달라서 당황했었지 말입니다 ㅎ교체해놓고 보니까 비슷하게 당황하시는 분들 계셔서 정보공유해놓았네요 ㅎㅎ&전원선 뽑을 때 진심 엄청 어려웠습니다 ㅎ
8768,저는 다 교체한 다음 결과 사진만 찍는데.... 이런 과정을 하나 하나 찍으시는건 정말 대단한 노력이신 듯 합니다.  짱!~
8769,스튜디오만 있으면 영상도 더 잘 찍을텐데 싶기는 했습니다만 ㅎㅎ생각뿐이고 일단 사진으로 몇장 영상으로 약간씩 남겨봤습니다..저도 이거 작업하기 전에 찾아봤는데..말씀대로 과정없이 중간하고 끝만 있고 나머지는 사진이 없어서..고민했던 부분 중심으로 사진 몇장 남겨봤네요 ㅎㅎ감사합니다 ㅎㅎ
8770,교체하고 나면 맘이 편안해지는
8771,고치려고 뭔가를 시도해보면 거의다 실패하는데 ㅋㅋ그대로 이것 저것 해보는 스트레스 과정이 존재한다는 사실..부품 사놓고 ㅋㅋ 한동안 이것 저것 괜히 해봤음 교체하면 되는건데 ㅋㅋㅋㅋ
8772,아니 이건 하자보수건 아닌가요 ?? ㅋㅋ
8773,입주한지 몇년 지나서..신발장 센서등 센서도 직접 갈고..ㅎㅎ보수 기간 지난 거 이것 저것 갈다보니까..이거 미리 정보 공유할껄 싶었습니다..은근 비슷한 고장 많았을텐데 말입니다.
8774,오~ 환풍기도 직접 고치시고 따봉이 십니다 ^^
8775,ㅋㅋㅋ 어디에 전화해서 고쳐달라고 해야할지 고민하다가그냥 내가 하는게 나은것 같아서 직접했습니다 ㅎㅎㅎ
8776,와우 셀프수리 대단하시네요^^ 유익한정보 잘보고 갑니다 자주또 놀러 올게용~
8777,반갑습니다 ㅎㅎ
8778,저도 입주 후 바로 환풍기부터 교체했습니다.입주때 달려있던 환풍기가 거의 폐급이라서 업체불러서 작업했는데 이걸 직접 하시는군요..대단~
8779,저도 이게 입주 후에 이런 상황이었으면 그냥 갈았을텐데..한참 잘 쓰다 고장나서.. 직접 작업해봤습니다..작업하다가 실패한 내용도 있는데.. ㅎㅎ그런 것도 모아서 올려봐야겠지 말입니다 ㅋㅋ 저 처럼 실패하는 분 없으셨으면 하는 바램에 말이죠 ㅎㅎ
8780,아직은 잘 돌아가는데… 고장나면 한 번 해봐야겠습니다. 이런 거 좀 어려울 듯 싶은데요~
8781,다른건 쉬웠는데 ㅎ저거 진짜 손이 간신히 닳아서 어렵게 뺐지 말입니다다음에 다시 하라면 ㅋㅋ고정 잘되는 사다리부터 준비할것 같습니다 ㅎ
8782,"안녕하세요! 국민의 안전을 생각하는 국내 최초의 화재피난대피 장치, 볼드패닉룸입니다.^^~
블로그 구경 왔어요 ㅎㅎ  둘러보고 갑니당 ㅎㅎ!!"
8783,반갑습니다 ㅎ
8784,ㅎㅎ 금손이십니ㅣ다. ㅋ
8785,어디에 연락해서 해결해야하나 고민하다가 ㅋㅋㅋ이것 저것 검색하다보니 환풍기 사게 되었고고쳐보려고 한참 시도하다가 ㅋㅋ 소음이 줄어들질 않아서 교체했습니다~ㅎㅎㅎ( 처음부터 그냥 교체할껄 그랬어요 몇만원 안하는데 이거 고쳐보려고 ... 괜히...ㅋㅋㅋ )
8786,이런것도 자가수리가 되는거였나요!!! 대거입니다~~
8787,환풍기는 고장 잘 안나던데 나서..직접 한번 해봤습니다 ㅎ사서 갈면되는거라서 어렵지 않게 작업했습니당 ㅎㅎ
8788,몽가이버.....
8789,ㅋㅋㅋ 현실은 출장비 아끼려 DIY 라고 보시는게 맞는것 같습니당 ㅎㅎㅎ
8790,오훗.. 멋지심.. 역시 낚시꾼 답게 사물을 관찰하는 눈이 예리하시군요.. ^^*
8791,ㅎ 현실과 타협하는 느낌으로 직접 해봤습니다누굴 부르기도 애매하고 찾아보다보니 할수 있을것 같기도 하고고쳐볼까하다가 포기하고 ㅋㅋ 직접 했지 말입니당 ㅎㅎㅎ
8792,멋지세요 ~ 금손 이시내요 ..ㅎㅎ
8793,고치다보니 고쳐졌습니다 ㅎㅎㅎ
8794,"또 한 주가 시작되었습니다.여기는 간밤에 부슬비가 내려서인지 선선한 바람이 불어옵니다.오늘 하루도 잘 보내시고 다음에 또 뵈어요!시간 나실 때, 제 블로그도 한번 들러주길."
8795,
8796,저두 오래된 아파트라 얼마전 화장실 환풍기 셀프 교체했습니다.깔끔하게 작업 잘하셨네요^^
8797,ㅎ 운좋게 잘 한것 같지 말입니다 ㅎㅎ좋은 하루 보내세요 ㅎㅎ
8798,멋지네요.
8799,감사합니다 ㅎ해봤는데 교체가 잘 되어 다행이라고 생각하고 있지 말입니다 ㅎㅎ
8800,여기서 할인 판매 하네요. https://linktr.ee/saleitems
8801,감사합니당 ㅎㅎㅎ
8802,좋은하루 되세요~~ 저도 도전해보렵니다
8803,꼭 성공하세요 ㅎ
8804,멀리서 감상요~~^^
8805,
8806,부탁드립니다 부탁드립니다 국민청원동의 공유 부탁드립니다 너무 억울해서요 https://www1.president.go.kr/petitions/Temp/QTF3te
8807,"잘보고 갑니닷 ^^
행복한 하루보내세요!"
8808,^^
8809,"반가워용 : )
잘보고갑니당"
8810,^^
8811,역시 보호필름 같은게 있었군요ㅠㅠ 이번 시즌 처음 보드 사서 이리구르고 저리구르다보니 많이 긁혔는데 다음 데크 살땐 꼭 필름 시공을 해야겠습니다ㅎ
8812,고민하시더니 장비 맞추셨군요~ 첫데크는 어쩔수 없는 것 같아요ㅎㅎㅎ
8813,
8814,감사합니다! 좋은 하루 보내세요~!
8815,오..부산 근처 사지는 분은 가보면 좋겠는걸요 이벤트도 있고
8816,"주변 분들 중에 부산에 거주하고 계신 분이 있다면, 많이 알려주세요! 오늘도 방문해 주셔서 감사드립니다!!"
8817,부산분들 부러워요
8818,다양한 지점에서 만나뵐 수 있도록 준비하겠습니다! 오늘도 좋은 하루 보내시고 방문해 주셔서 감사드립니다!
8819,"홈앤톤즈님~
블로그 구경 왔습니다!
둘러보고 갑니다 ㅎㅎ"
8820,감사합니다~! 앞으로도 많은 방문 부탁드려요~~!
8821,날마다 기분 좋은 일 많이 생기시길 바래요~
8822,좋은 말씀 감사합니다! 건강하고 무탈한 하루 보내시길 바랍니다
8823,공감 꾸욱 누르고 갑니다😘오늘 남은 오후도 행복한 하루 되세요:)
8824,감사합니다! 좋은 하루 보내세요!
8825,우와 이런 미니어처는 처음봐요...!책꽂이 미니어처라니 뭔가 동화속에 나오는 것 같아요 저 길을 걷다보면 새로운 신비한 일을 만날 수 있을 것 같은:) 조명까지 더해서 너무 예쁜데요?!?
8826,
8827,
8828,책꽂이 미니어쳐 완전 신기 하고무드등도 켜지지 분위기 있고 이쁘네요~~♡
8829,요거 넘 이쁘네요~~~저도 광고로 봤었는데 책장에 꽂으면 진짜 책장 볼때마다눈길이 갈 것 같더라구요~~
8830,대박 마론님 저 너무 오랜만에 왔죠 헤헤우와! 그나저나 오랜만에 와도 역시 귀엽고 예쁜거…맙소사 이건 책꽂이에 두면 너무 좋겟어요애기들 잇는 집에도 포인트로 해도 넘 좋아할거 같아용ㅋㅋㅋㅋㅋㅋㅋ 뭔가 고양이의보은? 마을같고 ㅋㅋㅋ
8831,와~♡너무 낭만적인 골목이예요~어려워보이는데..금새 뚝딱 잘만드셨어요!!!금손+0+
8832,"손재주 부럽네요, 책꽂이 사이에 하나 있으면 너무 귀여울 것같아요!"
8833,글 잘보고 갑니다 ^^너무 고급스러운 미니어처 하우스네요 ^^나중에 저도 한번 도전해 봐야겠습니다 !!
8834,정성가득 들어간 원목 화분받침대네요👍👍👍
8835,받침대가 있으니 떡갈나무화분이 더 예뻐보이는 깔맞춤 인걸요
8836,자투리나무가 효자네요~
8837,유익한글 잘보고가요~~~오늘 강원도는 첫눈이 왔어요^^겨울이 시작되네요~~ 행복한 겨울밤되세요^^
8838,화분받침대도 훌륭하네요~~엄지척!!!
8839,벨벳의 광택과 부드럽고 따뜻한 촉감이크리스마스와 잘 어울리는 것 같아요.앤님 해피 크리스마스 되세요♡
8840,"날씨가 많이 추워졌어요~
따뜻하게 입으세요^^/
오늘도 화이팅"
8841,"안녕하세요^^틀을 깨는 사람들,현관중문 전문업체 '바르다중문' 입니다~!블로그 잘 보고 갑니다 :)블로그 답방 부탁드립니다~소통하며 지내요~^^오늘도 좋은날 되시고 건강 유의하세요!"
8842,감사합니다! 저도 바르다중문에 놀러갈게요 :) 날씨가 추워졌네요 ㅠㅠ 감기조심하세요 ㅎㅎ
8843,"좋은 내용이네요 ㅎ 
오늘도 기운찬 하루 되세요 @.@"
8844,내부도 곧 두둥~!^^아니 외관이 이렇게 이쁠일인가요~~~넘넘 이뻐용 ^^!!
8845,브라운 색상이 차분한 카페 외관같고 조만간 안의내부도 완성 된거기대되네요~~
8846,색감도 예쁘고 감성적인 느낌 물씬이네요 *_*시리즈로 진짜 세워두면 넘 예쁠 것같아요내부도 예쁘게 꾸며지면 진짜 좋을 것 같네용!
8847,미니민님~그니까요 ㅎㅎ저 시리즈 좋아하는데 ㅎㅎ 이렇게 해보면싹 만들어서 진열해두고 싶어요!
8848,"안녕하세요~~
블로그놀러왔다가 구성과 내용이 좋아서
댓글남기고 갑니다^^"
8849,포스팅잘보고 갑니다^^즐거운 저녁보내세요^^
8850,어머 마론님 너무 오랜만에 왓잖아요 캬하하하여전히 너무 귀여운 미니어처들 가득가득 이예용열심히 구경해야지 작고 ㄱ ㅣ여운거 너무 좋아용 !!!
8851,카페 투어하고 싶어지는 외관이에요~~시리즈 쪼로록 다 세워두면 진짜 멋지겠어요♡
8852,글 잘보 갑니다 오늘 하루도 활기찬 하루 되세요 ~~^^
8853,이렇게 번호로 모든 칼라가 다 준비된 패키지가 있어서 많이들 이용하더라구요.막현히 부담스러운 그림이라는 장르에 보다 쉽게 접근 할 수 있도록 해주는 이런 패키치 여러 의미로 참 의미있는 방향인것 같아요 ^^
8854,아.... 이 글 보는 순간 쇼핑몰에서 장바구니에 담아놨어요...;;;이거 시작하고 나면 '이걸 왜 시작해서...' 라고 하면서도 재미나게 할 거 같긴한데 하다 말면 안되니까 신중하게~~
8855,시작이 반이라더니 이미 장바구니에 그 반을 채우셨네요.이제 나머지 반을 잘 풀어내면 될듯 하기도 싶지만 부디 단디 결심하시고 구매하시기를 ^^바랍니다.
8856,
8857,타투스티커를 이렇게 이용하는 방법도 있네요!!ㅎㅎ애기별꽃님의 아이디어는 한계가 없는 것 같아요👍👍여기도 조금씩 비냄새가 나더니 우르릉거리며 비가와요ㅎ소리만 듣는데도 시원한 가을 느낌이 나네요ㅎㅎ편안한 밤 되세요💕💕
8858,그냥버리시는 물건이 없으실듯~^^
8859,요런 스티커도 있었네요~~글씨가 아주 멋져요^^
8860,오홋~ 요렇게도 되는군요~~가을을 재촉하는 비가오네요~오늘 하루도 행복만 가득하시길요~
8861,자랑스러운 이웃님이 포스팅 넘 잘보았어요 항상 응원합니다 화이팅요
8862,저희도 아이들이 여름이면 했던 타투스티커가 있는데 요로콤 활용도 되는군요~그리고 이쁘고 잘 어울리고요.역시 센스가 아주 좋으세요^^/
8863,타투스티커 저도저도요 !!!!! 아드님이 흥미를 잃으셨지만 버리지 아니하시고 깨알같이 메모보드 DIY 에 활용하시는 센수!!!
8864,엽서인가 했는데~~~타투스티커신기한 제품 보고 갑니다.
8865,잘 보고 갑니다.^^
8866,옛날에 비즈 악세서리 많이 만들어었는데 이제 노안 때문에 못할듯하메요. 멋져요^^
8867,저는 요즘 시작했는데 너무 재미있더라고요!!ㅎㅎ
8868,직접 만드셨다니?! 너무 멋져요! 좋은 포스팅 잘보고 갑니당 ㅎㅎ
8869,방문 감사합니다. 즐거운 하루 보내세요!!
8870,오오 예쁘네요^ ^
8871,
8872,가빈님 블로그에 올라오는 것들은 하나같이 다 예쁘지만 오늘 팔찌가 역대급 예쁘네요!!늘 감탄하고 갑니다...❤❤
8873,
8874,넘 이뻐요팔목이 여리여리해보일듯^^
8875,ㅎㅎ그죠? 다른 디자인들보다 손은 좀 더 가는데 더 예쁘답니다. 한번 만들어 보셔요.
8876,볼때마다 가빈님 제품들은 너무 예뻐요~~~ 솜씨 넘 좋으세요 :D
8877,감사합니다~~~새해 복 많이 받으세요!!!
8878,혹시 비즈는 어디서 구입하시나요!?
8879,주로 인터넷 비즈몰들에서 구입을 하거나 예전에 취미로 모아두었던 비즈들이에요!!
8880,
8881,상상하라 지학사님 잘 읽었습니다~ 저희 블로그에도 놀러오세요~!
8882,
8883,음악과 미술의 조합 ㅎㅎ...넘 멋진걸요?? 꼭 한 번 예약해서 수업을 참여해보고 싶어요!!강릉에 이런 좋은 취미공간이라니....
8884,책장 멋지네요.포스팅 감사합니다.
8885,감사함돠ㅋㅋ
8886,오~ 책장 고민중인데~ 적극 검토 해 보겠습니다!^^
8887,아기 책이 많아 책장이 너무 넓게 자리하고 있는데 너무 좋은 책장이네요!! 예뻐서 인테리어에도 좋을것 같아요😚
8888,마자유 벽책장은 여벽이 있어야하는데회전은 자유로워서 좋아유ㅋㅋㅋ
8889,회전책장필수템인듯해요ㅋㅋ
8890,맞아유 공간활용에 최적화☺
8891,책도 많이 넣을수있을것같아요~~인테리어도 예뻐요!!!고민해봐야겠어요😊
8892,티비없는 거실에 찰떡이죠😎ㅋㅋㅋ
8893,회전책장 자리도 많이 안차지하고 괜찮은것같아요
8894,그리고 책도많이 드가고 이뻐유😄ㅋㅋㅋㅋ
8895,잘 보고 가요~~!
8896,우리집은 스크래쳐가 남아 나질 않아서 자주 리필 해줘야 하는데 요것도 한번 찾아 봐야겠어요~ 좋은 정보 감사합니다^^
8897,종이제품인데 넘나 튼튼해보여용!👍
8898,좋은 포스팅 잘보고 갑니다~고양이 스크래쳐 겸 숨숨집이라니~ 넘넘 귀여워요!요즘 쌀쌀한 날씨에 감기걸리지 않게 따뜻한 하루 보내세요~ㅎㅎ제 블로그에도 좋은 글 많으니 놀러와 주세요 >_< 자주 소통하구 싶어요!
8899,꼭 사야겠네요!!! 정말 너무 좋은것 같아서 바로 알아봤습니다!!
8900,포스팅 잘 보고 가요~ ;-) 직접 만드는 고양이 숨숨집~~ 너무 귀엽네요 ;-0어제보다 날이 조금은 풀린 거 같은데 아직도 많이 춥네요 ㅎㅎ 감기 조심하세요! 자주 소통하며 지내요~!
8901,"귀인께서 작성한 포스팅
공감 백퍼하며 공감 꾹하고
여기 저기 잘 보고 놀다가요
귀인과 이웃을 맺고 싶사오니
제 블에도 흔적 남겨주시면 
정말 좋겠습니다"
8902,
8903,잘 보고 가요~^^
8904,
8905,"잇님~ 안녕하세요. 민트향 날리는 향긋한 광고대행사 민트 놀러왔습니다.

블로그 잘 보고 갑니다. 오늘도 날씨는 춥지만, 마음만은 따숩고~ 향기로운 하루가 되시길 기원드립니다.

2022년엔 우리 모두 건강하고, 웃을 일 많이 생기도록 서로 격려해주고, 좋은기운 서로에게 주는 한해가 되었으면 좋겠습니다 ^^

- 민트 올림 -"
8906,
8907,
8908,
8909,
8910,와!!! 궤짝 아파트네요~~~
8911,뤠짝 아파트 ㅎㅎ 컨추리스탈~
8912,맞아요. 캣타워 엄청 고가여서.... 고양이는 비닐봉지랑 몸에 끼는 박스만 있어도 잘 노는데 사람이 문제인....ㅎㅎㅎㅎㅎ고양이 우드버닝은 언제봐도 넘 예쁘고 멋지고.....^^
8913,저도 버닝한 고양이 그림 좋아해요 제가 찍은 사진으로 그린거라서 애착이 많이 가요.
8914,좋은 포스팅 감사합니다ㅎ이 제품 강추하시나요!?
8915,"새로운 굿즈들이 가득! 디즈니 굿즈들이 생각보다 종류가 많아서 보는 즐거움이 있었어요. 세일러문은 몇기까지 봤는지 가물가물한데,세일러문 가챠 고양이❤️ 저 고양이가 루나의 아이였군요!!!"
8916,공감가는 글이네요 ㅎㅎ ๑◕‿‿◕๑
8917,"포스팅 잘봤습니다
2022년 1월1일 그 느낌 그대로
오늘도 의욕 뿜뿜 함께 힘내보아요"
8918,이웃신청 드리고 갑니다 ^.^
8919,화이트와우드가 인테리어에 찰떡이네요 따뜻해 보여서 좋은것같아요^^
8920,그쵸.역시 화이트 우드는 진리죠~~^^따뜻하고 깔끔한 느낌이 좋아요♡
8921,
8922,우와~~이 선반 완전 제 서타일입니다~넘 이쁘네요~말괄량이님 거실분위기랑도 너무 잘 어울려요~~
8923,거실인테리어가 내츄럴해져서 좋아요~^^선반이 어디에 두어도 이쁜스타일이라활용도가 좋겠더라고요♡
8924,
8925,깔끔하니 예쁘네요~왠지 나무랑 따뜻해보이는 분위기도나고요
8926,그쵸.분위기가 깔끔한 느낌이라 좋더라고요~~^^
8927,
8928,깔끔하니분위기와잘어울리네요
8929,그쵸~~^^거실분위가 따뜻해져서 좋아요♡
8930,
8931,생활기스에 강한 고무나무 선반이라 부담없이 사용하기 좋을것 같고..둥근 모서리가 부드러우면서..  깔끔한 디자인이라 어디에든 예쁘게 잘 어울리겠어요.저 선반위에 우리집 겨울보내야할 다육이들 쪼르륵 예쁘게 놓아두고 싶네요 ㅋ
8932,다육이 올려놔도 이쁘겠네요.상판이 스크래치에 강하니까부담이 쓰기 좋더라고요~~^^
8933,
8934,너무 예쁘네요^제가 딱 좋아하는  스타일입니다~
8935,저도 넘 맘에드는 선반장이에요♡어디에 두어도 예쁘게 어울리는가구라 좋더라고요~~^^
8936,
8937,와심각하게 이뻐요분위기 확달라지네요마음에 쏙^^와우하나들이고파요 언니역시 굿초이스곰돌님멋지다뚝딱^^
8938,거실분위기가 내추럴해서 좋더라고요~^^거실분위가 딱 맘에 드는거 있죠.
8939,
8940,이런 느낌 넘 좋아요~~ 깔끔하고 심플함의 느낌 예쁘네요! > <
8941,그쵸..^^심플하면서 스타일이 예뻐서 공간에 분위기를 더해주는것같아요♡
8942,
8943,좋은 내용 잘보고 갑니다좋은 하루 되세요
8944,손으로만해서 하나 만들었는데 공구로 하면 더 좋겠죠?
8945,"반가워요 ~
블로그 서로이웃으로 소통하고 싶어요 ^^ 
포스팅하신 '직장동료와 함께 목공DIY 원목도마만들기' 잘보고 갑니당 
자주 방문할께요~"
8946,잘보고갑니당 ლ( ╹ ◡ ╹ ლ)
8947,"좋은 글이네요 ~! 
행복한 하루 되세요 *^^*"
8948,와 이런곳도 있다니! 너무 좋은 공간이네요 ㅎㅎ
8949,좋은 포스팅 잘보고 갑니다~스스로 도마를 만들다니 멋진 수업같아요bb요즘 쌀쌀한데 감기 걸리지않게 조심하시구 행복한 크리스마스 보내세요!제 블로그에도 좋은 글 많으니 놀러와 주세요 >_< 자주 소통하구 싶어요!
8950,좋은 아침입니다^^포스팅 오늘도 잘 구경하고 갑니다.즐거운 하루 보내시고 제 블로그에도 많은 관심 부탁드려요^^
8951,감사합니다~ 좋은 한주 되세요~^^
8952,와~ 정말 완벽합니다 ㅎㅎㅎ행복한 하루 보내세요!
8953,감사합니다 동글님~^^ 미세먼지는 좀 있는 것 같지만 오늘도 햇살이 너무 좋네요~ 즐거운 한주 되세요~♡
8954,저도 이런 우드의 따뜻한느낌 정말 좋아하는데요진짜 너무 이쁘게 잘 만들어 놓으셨길래 완전..취향저격!!우리 이웃해요~
8955,좋은 말씀 감사합니다^^ 행복한 한주 되세요 오은님^^
8956,와 저도 가지고있는 선반인데 리폼으로 행거까지 같이 사용할 수 있다니 너무 꿀팁이에요~!
8957,네~ 저는 컵걸이를 하고싶어서 만든건데 해놓고나니 활용도가 더 올라간것 같아 좋은것 같아요~ 감사합니다~ 좋은 한주 되세요^^
8958,"넘 이뻐요ㅜㅅㅜ저도 우드감성템 갖고 싶어요오오~~~그치만, 남편은 실용주의ㅜㅅㅜ뭘 갖다놔도 감성이 1도 없더라구요ㅎㅎㅎ"
8959,아아^^;; 사실 감성챙긴다고 모두 우드우드하다보니 무게며 부피가 엄청 나가긴해요~ 다행히도 남편이 제가 하고싶은건 다하게 해줘서 가지고 다니지만 짐을 생각하면 보꾸님 남편분도 사실 이해는 가요^^:;;;; 즐거운 한주 되세요 보꾸님~~^^
8960,딱어울리고 이쁜걸요 와우 ㅋ ㅋ
8961,늘 감사합니다 마린블루님~ 즐거운 한주 되세요~~^^
8962,작은기쁨님 흔적 남기고 갑니당 ^^
8963,작은기쁨님 흔적 남기고 갑니당 ^^
8964,다음 행복연구소는 캠핑장으로 해야겠어요!!!
8965,"포스팅 잘 보고 가요 ♥
좋은정보 공유하고 싶어요 !
블로그 포스팅보러 놀러오세용 ♡⁼³₌₃"
8966,작은기쁨님 항상 좋은 글 잘 보고 있습니다.
8967,안녕하세요 ~ 블로그 둘러보다가 댓글 남깁니다 !오늘도 건강하고 좋은 하루 보내시고 시간되시면 답방오셔서 댓글 부탁드릴게요 '◡'견적 문의만 하셔도 커피 기프티콘 드리고 있으니 이벤트도 많은 관심 부탁드릴게요 —̳͟͞͞♡
